org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
Palanga Art,https://www.ldsajunga.com/residency,Residency program,https://resartis.org/listings/,A,open,residencies,Lithuania,"Visual Art, Performing Arts, Textile Art, Film-making, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/lithuanian-artists-association/,2026-01-19 00:00:00
List og Land At Laugaból Farm,https://listogland.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Iceland,"Visual Art, Textile Art, Literature, New Media",unknown,,listing_url=https://resartis.org/listings/list-og-land/,2026-01-19 00:00:00
Live Art Ireland,https://www.live-art.ie/,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Dance, Performing Arts, New Media, Film-making, Curatorial",unknown,,listing_url=https://resartis.org/listings/live-art-ireland/,2026-01-19 00:00:00
LM Studio,http://www.lmstudio.org,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Textile Art, Literature, New Media",unknown,,listing_url=https://resartis.org/listings/lmny/,2026-01-19 00:00:00
‘Living in the Garden’,http://tothegarden.org/wp/retreats,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/living-in-the-garden/,2026-01-19 00:00:00
Lodestar | Italy 2026 (2-14 August),https://lodestarcontemporary.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Other",unknown,,listing_url=https://resartis.org/listings/lodestar-school-of-art/,2026-01-19 00:00:00
NVAIR – Nazar Voitovich Artist in Residence Program,https://nvair.art,Residency program,https://resartis.org/listings/,A,open,residencies,Ukraine,"Visual Art, Ceramics, Printmaking, Performing Arts, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/liudmyla-nychai/,2026-01-19 00:00:00
Luigi Galimberti,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/luigi-galimberti/,2026-01-19 00:00:00
A4 International Residency Program,http://www.a4residency.com,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/luxelakese%c2%88a4-art-museum/,2026-01-19 00:00:00
Mabiang Seni Art Residency,https://www.mabiangseni.com,Residency program,https://resartis.org/listings/,A,open,residencies,Indonesia,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Textile Art, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/mabiang-seni-art-residency/,2026-01-19 00:00:00
MacDowell,http://www.macdowell.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, New Media, Animations, Film-making, Architecture",unknown,,listing_url=https://resartis.org/listings/macdowell/,2026-01-19 00:00:00
MADE Creatives in Residence,https://www.made-creatives.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Literature, New Media, Architecture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/made/,2026-01-19 00:00:00
Writing and creation residency,https://www.maisonlosseau.be,Residency program,https://resartis.org/listings/,A,open,residencies,Belgium,Literature,unknown,,listing_url=https://resartis.org/listings/maison-losseau/,2026-01-19 00:00:00
MakerHouse Residency,https://www.mkr.house/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Textile Art, Music, New Media, Photography, Other",unknown,,listing_url=https://resartis.org/listings/makerhouse/,2026-01-19 00:00:00
Maison Les Buis Rural Artist Retreat,http://www.maisonlesbuis.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Dance, Performing Arts, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/maison-les-buis/,2026-01-19 00:00:00
MAM – Museo de Arte Moderno Chiloe Residence,http://www.mamchiloe.cl/,Residency program,https://resartis.org/listings/,A,open,residencies,Chile,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/mam-museo-de-arte-moderno-chilo_n_/,2026-01-19 00:00:00
Manang Artist Residency,http://www.amargurung.com,Residency program,https://resartis.org/listings/,A,open,residencies,Nepal,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/manang-artist-residency/,2026-01-19 00:00:00
MANGO Residencia para Artistas,http://linktr.ee/mangoresidencia,Residency program,https://resartis.org/listings/,A,open,residencies,Argentina,"Visual Art, Dance, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/mango-residencia-para-artistas/,2026-01-19 00:00:00
Mary Sky Artist Residency,http://marysky.co,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other, Glass",unknown,,listing_url=https://resartis.org/listings/mary-sky-2/,2026-01-19 00:00:00
Mauser EcoHouse Artist Residency,https://www.mauserfoundation.org,Residency program,https://resartis.org/listings/,A,open,residencies,Costa-Rica,"Visual Art, Sculpture, Dance, Performing Arts, Music, Literature, Animations, Photography, Other",unknown,,listing_url=https://resartis.org/listings/mauser-ecohouse/,2026-01-19 00:00:00
McColl Center for Art + Innovation,http://www.mccollcenter.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, New Media, Animations, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/mccoll-center-for-art-innovation/,2026-01-19 00:00:00
MeMe Art Res,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Cyprus,"Visual Art, Sculpture, Animations, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/meme-art-res/,2026-01-19 00:00:00
Metropolitan Fukujusou,https://fukujusou.net/en/index,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Theatre, Printmaking, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/metropolitan-fukujusou-ice-adonis/,2026-01-19 00:00:00
MERZ self-funded artist and writer residency programme,http://www.merz.gallery/residencies,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Literature",unknown,,listing_url=https://resartis.org/listings/merz-workshop/,2026-01-19 00:00:00
MIET AIR,http://www.mietair.com,Residency program,https://resartis.org/listings/,A,open,residencies,Netherlands,Sculpture,unknown,,listing_url=https://resartis.org/listings/miet-air/,2026-01-19 00:00:00
Michael Schwarz and David Clouston,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,Not specified,unknown,,listing_url=https://resartis.org/listings/michael-schwarz-and-david-clouston/,2026-01-19 00:00:00
DOME HOUSE AL & MICKEY QUINLAN ARTIST RESIDENCY,https://millerartmuseum.org/quinlan-residency,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Printmaking, Photography, Other",unknown,,listing_url=https://resartis.org/listings/miller-art-museum/,2026-01-19 00:00:00
Artist residency at Mil Gotas,http://www.milgotas.com,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Textile Art, Literature, Film-making, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/mil-gotas/,2026-01-19 00:00:00
MiSHŌ,https://mishofujino.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Architecture, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/misho-2/,2026-01-19 00:00:00
Mashah Residency– Berlin Residency,https://miskartinstitute.org/Residencies,Residency program,https://resartis.org/listings/,A,open,residencies,Saudi-Arabia,"Visual Art, Printmaking, Textile Art, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/misk-art-institute-2/,2026-01-19 00:00:00
Mlango Farm Foundation,http://www.mlangofarm.foundation,Residency program,https://resartis.org/listings/,A,open,residencies,Kenya,"Visual Art, Literature, Film-making, Education Programmes",unknown,,listing_url=https://resartis.org/listings/mlango-farm-foundation/,2026-01-19 00:00:00
MMCA Residency Changdong & Goyang,https://www.mmca.go.kr/eng/artStudio/artStudioMain.do,Residency program,https://resartis.org/listings/,A,open,residencies,South-Korea,"Visual Art, Dance",unknown,,listing_url=https://resartis.org/listings/mmca-residency-changdonggoyang/,2026-01-19 00:00:00
mono residency program,https://monolisboa.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Portugal,"Visual Art, Sculpture, Performing Arts, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/mono-lisboa/,2026-01-19 00:00:00
Montello Foundation,http://www.montellofoundation.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Textile Art, Music, Literature, Curatorial",unknown,,listing_url=https://resartis.org/listings/montello-foundation/,2026-01-19 00:00:00
Monte Azul Center for the Arts,https://monteazul.art/for-the-artist/,Residency program,https://resartis.org/listings/,A,open,residencies,Costa-Rica,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Literature, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/monte-azul-center-for-the-arts-monte-azul-maca/,2026-01-19 00:00:00
Mothership NYC,http://www.mothership.nyc,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/mothership-nyc/,2026-01-19 00:00:00
Moving Parts presents: The Body and Performance,http://www.movingparts.art,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Dance, Theatre, Performing Arts",unknown,,listing_url=https://resartis.org/listings/moving-parts/,2026-01-19 00:00:00
Ocean Virtual Art Residency,https://www.mokuartstudio.com/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, New Media, Animations, Photography",unknown,,listing_url=https://resartis.org/listings/moku-art-studio/,2026-01-19 00:00:00
Mudhouse Residency,http://www.mudhouseresidency.com,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Ceramics, Dance, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/mudhouse-residency/,2026-01-19 00:00:00
Red Corner,http://redcorner-mongolia.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Mongolia,"Visual Art, Sculpture, Dance, Performing Arts, Music, New Media, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/mongolian-contemporary-art-support-association/,2026-01-19 00:00:00
Kullaaugu Residency,https://www.kullaaugu.ee,Residency program,https://resartis.org/listings/,A,open,residencies,Estonia,Music,unknown,,listing_url=https://resartis.org/listings/mtu-kullaaugu/,2026-01-19 00:00:00
Mustarinda,http://www.mustarinda.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/mustarinda/,2026-01-19 00:00:00
Natthagen AiR,http://www.natthagen.no,Residency program,https://resartis.org/listings/,A,open,residencies,Norway,"Visual Art, Textile Art, Literature, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/natthagen-r-khoury/,2026-01-19 00:00:00
Musee Du Pin,http://www.museedupin.com,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/musee-du-pin/,2026-01-19 00:00:00
Nacán Art Residency,https://www.instagram.com/nacanartresidency/,Residency program,https://resartis.org/listings/,A,open,residencies,Dominican-Republic,"Visual Art, Sculpture, Music, Literature, Photography, Other",unknown,,listing_url=https://resartis.org/listings/nacan-art-residency/,2026-01-19 00:00:00
Nawat Fes,https://nawatfes.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Morocco,"Visual Art, Sculpture, Music, Literature, New Media, Animations, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/nawat-fes/,2026-01-19 00:00:00
"Nature, Art & Habitat Residency",http://NAHR.it,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/nature-art-habitat-taleggio-valley/,2026-01-19 00:00:00
